created_at;id_str;full_text;retweet_count;favorite_count
20191023 034338;1186850642901557248;Wrong, never even discussed this with Kellyanne Conway or Steve Mnuchin. Just more Fake News! .cobgR8TnytjJ;15837;57114
20191022 221829;1186768817822806016;Good news seems to be happening with respect to Turkey, Syria and the Middle East. Further reports to come later!;21455;100833
20191022 140655;1186645111154847746;Great Job Tim! .coWhgO67CfKP;10702;41911
20191022 134153;1186638807984230403;The Democrats are trying to draw out this inquiry because they dont have the support. Donald Trump is guilty only of winning the 2016 Election. @MZHemingway @foxandfriends;15864;62133
20191022 132819;1186635396567961601;Cant believe that Nervous Nancy Pelosi isnt moving faster on USMCA. Her people want it, they dont know why she isnt putting it up for a bipartisan vote. Taking too long!;20676;82138
20191022 115709;1186612453368651777;95 Approval Rating in the Republican Party. Thank you!;22562;123683
20191022 115436;1186611810931236870;Thank you Republicans. 185 out of 185 present voted for US last night. Really good!;17906;91000
20191022 115228;1186611272231636992;So some day, if a Democrat becomes President and the Republicans win the House, even by a tiny margin, they can impeach the President, without due process or fairness or any legal rights. All Republicans must remember what they are witnessing here  a lynching. But we will WIN!;38567;154144
20191022 113704;1186607396917002241;....@kilmeade   I want to know about Hillary Clinton with the Dossier? I want to know if there was FISA abuse? Were still waiting for that report! @ainsleyearhardt  @foxandfriends;11396;46896
20191022 113703;1186607396090724353;...A majority do not want him Impeached and removed from office. 94 of the people in these battleground states who voted for President Trump want him to continue as President. Thats squarely in his corner. @SteveDoocy Thats a revealing poll, dont you think that matters?...;14798;63652
20191022 112113;1186603407769034752;I thought a very revealing poll was done by The New York Times. By about a 10 point margin, those in battleground states polled are against impeaching the President, and if Nancy Pelosi doesnt take note of that, maybe she is the third rate politician. @kilmeade @foxandfriends;13913;55930
20191022 111132;1186600971130015744;The Ambassador to the European Union has already testified, he said there was no quid pro quo. He said the President had told him that. @kilmeade  @foxandfriends;11799;49554
20191022 043326;1186500787922448384;Congratulations to @JustinTrudeau on a wonderful and hard fought victory. Canada is well served. I look forward to working with you toward the betterment of both of our countries!;10429;67395
20191022 003416;1186440600712814593;Thank you Liz. Shows great Republican support! .coWsuTmv6Tfh;13580;53331
20191022 003049;1186439731237789696;Thank you Dan and Kevin. Great Vote! .coMMJ5SanakG;8827;39107
20191021 230616;1186418453202247684;Will be interviewed by @seanhannity tonight at 900 P.M. on @FoxNews. Enjoy!;10745;46286
20191021 131753;1186270381491081218;Doral in Miami would have been the best place to hold the G7, and free, but too much heat from the Do Nothing Radical Left Democrats amp their Partner, the Fake News Media! Im surprised that they allow me to give up my 400,000 Plus Presidential Salary! Well find someplace else!;22641;92421
20191021 123143;1186258762920792065;Censure at least Corrupt Adam Schiff! After what he got caught doing, any pol who does not so vote cannot be honest....are you listening Dems?;23821;96027
20191021 122526;1186257181689237504;Great new book by wonderful and very street smart author Dan Bongino, EXONERATED, THE FAILED TAKEDOWN OF PRESIDENT DONALD TRUMP BY THE SWAMP. Dan hits all of the crooked points of the greatest Witch Hunt in political history. Nevertheless, the Scam continues!;17927;73277
20191021 035407;1186128505316229121;.cooSn6amjZo4;13976;43809
20191021 025737;1186114286642515969;.coR3Chppjx6S;15728;46594
20191021 025332;1186113259780345857;.co6sKKniiOfE;11710;38044
20191021 020751;1186101761368571904;A Great Democrat Scam! .coLbkVT7UvXX;15258;47597
20191021 020514;1186101103676526592;Adam Schiff is a Corrupt Politician! .co16aSrqjwu2;21855;76792
20191021 015710;1186099074371596288;Congratulations Barbara! .co0cYrjL1YOj;8330;36313
20191021 014835;1186096913520693248;To the Democrats, Impeachment is partisan politics dressed up as principle. @SteveHiltonx @FoxNews;10566;43895
20191020 224110;1186049749989892105;So interesting that, when I announced Trump National Doral in Miami would be used for the hosting of the G7, and then rescinded due to Do Nothing DemocratFake News Anger, very few in Media mentioned that NO PROFITS would be taken, or would be given FREE, if legally permissible!;20962;81918
20191020 214517;1186035686396321793;....fiction to Congress and the American People?  I demand his deposition. He is a fraud, just like the Russia Hoax was, and the Ukraine Hoax is now. When do the Do Nothing Democrats pay a price for what they are doing to our Country, amp when do the Republicans finally fight back?;19020;73994
20191020 214517;1186035685163257857;....because their socalled story didnt come even close to matching up with the exact transcript of the phone call. Was it a Corrupt Adam Schiff con? Why didnt the IG see this? When do we depose Shifty Schiff to find out why he fraudulently made up my phone call and read this..;15607;65903
20191020 214517;1186035684525727744;This Scam going on right now by the Democrats against the Republican Party, and me, was all about a perfect phone call I had with the Ukrainian President. Hes already stated, NO PRESSURE! Where is the Whistleblower, or the 2nd Whistleblower, or the informant? All gone.....;23585;95023
20191020 202828;1186016354572353536;Pelosi is now leading a delegation of 9, including Corrupt Adam Schiff, to Jordan to check out Syria. She should find out why Obama drew The Red Line In the Sand, amp then did NOTHING, losing Syria amp all respect. I did something, 58 missiles. One million died under Obamas mistake!;30704;106212
20191020 162926;1185956197624619008;.codNfXkc8uUG;13782;44278
20191020 162914;1185956149008490496;.cokNVQf6JdIL;13897;45055
20191020 150313;1185934502906007552;The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being resettled with Kurds. U.S. soldiers are not in combat or ceasefire zone. We have secured the Oil. Mark Esper, Secretary of Defense. Ending endless wars!;20437;82207
20191020 124426;1185899575669919745;The WALL is making a very big difference. Even Dems in area are happy! .coNDzq2oIsHV;19480;77998
20191020 032635;1185759188040978432;.cokNVQf6JdIL;16900;52692
20191020 024153;1185747939257397248;So now Crooked Hillary is at it again! She is calling Congresswoman Tulsi Gabbard a Russian favorite, and Jill Stein a Russian asset. As you may have heard, I was called a big Russia lover also actually, I do like Russian people. I like all people!. Hillarys gone Crazy!;37338;169483
20191020 020329;1185738277376184320;Never give up. We are doing GREAT! We are WINNING! .coMKDn5WStFU;21034;79111
20191020 015246;1185735579327193093;....Therefore, based on both Media amp Democrat Crazed and Irrational Hostility, we will no longer consider Trump National Doral, Miami, as the Host Site for the G7 in 2020. We will begin the search for another site, including the possibility of Camp David, immediately. Thank you!;17479;73545
20191020 012846;1185729537230938112;.codNfXkc8uUG;13771;43711
20191020 011824;1185726931611852802;.....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willing to do it at NO PROFIT or, if legally permissible, at ZERO COST to the USA. But, as usual, the Hostile Media amp their Democrat Partners went CRAZY!;21163;88980
20191020 011824;1185726930764611589;I thought I was doing something very good for our Country by using Trump National Doral, in Miami, for hosting the G7 Leaders. It is big, grand, on hundreds of acres, next to MIAMI INTERNATIONAL AIRPORT, has tremendous ballrooms amp meeting rooms, and each delegation would have...;20966;89550
20191019 232801;1185699151708901376;The President never told me to withhold any money until the Ukrainians did anything related to the server. The only reason we were holding the money was because of concern about LACK OF SUPPORT FROM OTHER NATIONS and CONCERNS OVER CORRUPTION. Yesterdays Mick Mulvaney statement;20314;78599
20191019 222659;1185683791639187459;See you there! .comsBoZ1TbNX;8828;37513
20191019 211517;1185665748800299009;.coyvsGhK5N9X;13712;43942
20191019 194751;1185643744932106240;Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate, Jill Stein, a Russian Asset. They need a Green Party more than ever after looking at the Democrats disastrous environmental program!;21080;92743
20191019 192300;1185637489471565824;It is ONLY about this! .coZB5xPDKs4b;21970;68051
20191019 191600;1185635727645839363;Just another FAKE SUPPRESSION POLL, this time from @FoxNews, of course! .cox8lYVE7QCo;9754;34829
20191019 173540;1185610478325784577;.@RepMcClintock  Thank you Tom. Great interview on @TeamCavuto! @FoxNews;5951;27208
20191019 172322;1185607384963661825;A Great Book by Kimberley Strassel! .coTOQcUDmnAR;6939;28757
20191019 170156;1185601988811284483;I dont see anything that constitutes an Impeachable offense  Nothing here rises to the level of Impeachment. The Democrats are making a mistake with this secrecy. Kenn Starr, former Special Prosecutor;15791;63265
20191019 155849;1185586107653804033;Thank you very much. Working hard! .coz8dgzQxkVC;10690;42354
20191019 155754;1185585875318644737;I agree! .comxKKg98NvO;12795;48786
20191019 153512;1185580161305059328;Texas is great! .coaJSyPSHJfw;10477;47658
20191019 152334;1185577234641379328;There has never been a greater fraud on Congress. Shifty Schiff is Corrupt. Go Andy! .coyw57NhKpG2;15609;55861
20191019 151327;1185574689156059141;Such a disgrace that the Do Nothing Democrats are doing just as their name suggests, Doing Nothing! USMCA anyone?;17715;74985
20191019 123236;1185534210196627456;#StopTheCoup;30214;102167
20191019 025913;1185389914470473729;Susan Rice, who was a disaster to President Obama as National Security Advisor, is now telling us her opinion on what to do in Syria. Remember RED LINE IN THE SAND? That was Obama. Millions killed! No thanks Susan, you were a disaster.;34381;129894
20191019 021638;1185379196203421696;Pelosi and Impeachment  There have already been 3 Votes, and theyve all failed miserably. Heres why there may not be a fourth  137 Democrats voted against on the last vote. @JasonChaffetz  @seanhannity  Many of those voting in favor will be beaten in 2020!;17324;63302
20191019 020246;1185375708559876098;Congressman Michael McCaul, Schiffs inquiry defies Democracy. @FoxNews @seanhannity;10600;42720
20191019 015733;1185374394350215169;Because the House has already voted against the Impeachment Proceeding, the current inquiry is totally invalid. The current sham of a socalled investigation is nothing more than an unconstitutional power grab. It needs to end.  @JasonChaffetz  @seanhannity  Corrupt Adam Schiff;18410;66743
20191019 012829;1185367080780156930;Corrupt Congressman Adam Schiff is angry that Ambassadors that he thought would be good for his fraudulent Witch Hunt, are turning out to be good for me  some really good! Hes got all meetings locked down, no transparency, only his illegal leaks. A very dishonest sleazebag!;30165;116496
20191018 233733;1185339160858648576;REPUBLICANS MUST STICK TOGETHER AND FIGHT! .cochnSNURfFx;25143;82015
20191018 232905;1185337032429789184;.coQ2ar4LZGM4;18463;66434
20191018 232550;1185336214049689600;Think of how many lives we saved in Syria and Turkey by getting a ceasefire yesterday. Thousands and thousands, and maybe many more!;19663;96813
20191018 223911;1185324474775887874;.cop5imhMJqS1;16716;64638
20191018 193421;1185277957436248065;....He is also my friend! At the same time, I am pleased to nominate Deputy Secretary Dan Brouillette to be the new Secretary of Energy. Dans experience in the sector is unparalleled. A total professional, I have no doubt that Dan will do a great job!;10710;51811
20191018 193420;1185277956551254018;I want to thank Secretary of Energy Rick Perry for the outstanding job he has done. He will be leaving at the end of the year to pursue other interests. Rick was a great Governor of Texas and a great Secretary of Energy....;13499;67125
20191018 155142;1185221926991609862;Can you believe I am doing this important work for our Country, and have to deal with Corrupt Adam Schiff and the Do Nothing Democrats at the same time? It was not intended to be this way for a President!;33445;150722
20191018 154614;1185220552254017537;DEFEAT TERRORISM! .co8WbnLPgWIK;17457;68550
20191018 154237;1185219643432230913;....I have just been notified that some European Nations are now willing, for the first time, to take the ISIS Fighters that came from their nations. This is good news, but should have been done after WE captured them. Anyway, big progress being made!!!!;14307;59092
20191018 154237;1185219642668867585;.....this thinking years ago. Instead, it was always held together with very weak bandaids, amp in an artificial manner. There is good will on both sides amp a really good chance for success. The U.S. has secured the Oil, amp the ISIS Fighters are double secured by Kurds amp Turkey....;11973;52444
20191018 154237;1185219641972539392;Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire, or pause, to work. Likewise, the Kurds want it, and the ultimate solution, to happen. Too bad there wasnt.....;16531;68600
20191018 130956;1185181219086127105;The USA! .coZdj3Lyo76H;12932;57494
20191018 033918;1185037614685904896;Democrats are now the party of high taxes, high crime, open borders, lateterm abortion, socialism, and blatant corruption. The Republican Party is the party of the American Worker, the American Family, and the American Dream! #KAG2020 .coqXB198T5cM;31074;100549
20191018 030657;1185029472132698113;Tonight, we forcefully condemn the blatant corruption of the Democrat Party, the Fake News Media, and the rogue bureaucrats of the Deep State. The only message these radicals will understand is a crushing defeat on November 3, 2020! #KAG2020 .coQW1Rk99O4b;23031;78219
20191018 025707;1185026994993451008;The radical left tolerates no dissent, it permits no opposition, it accepts no compromise, and it has absolutely no respect for the will of the American People. They are coming after me, because I am fighting for YOU! #TrumpRallyDallas #KAG2020 .coOthKwS1bud;23383;83654
20191018 022639;1185019331018665985;Thank you Dallas, Texas  I love you! #TrumpRallyDallas #KAG2020 .comeWpesDYeM;20022;81546
20191018 002137;1184987864125321216;Just arrived at the American Airlines Center in Dallas, Texas. Will be out shortly as we wait for more of you to get in! #TRUMP2020 .coTB2baAFoBK;23287;105083
20191017 232243;1184973040150614016;See you soon Dallas, Texas! .coSg6xtp1vqQ;13739;64104
20191017 181315;1184895160871571456;This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary, but somewhat unconventional, path. People have been trying to make this Deal for many years. Millions of lives will be saved. Congratulations to ALL!;36953;165313
20191017 180325;1184892687587012608;This deal could NEVER have been made 3 days ago. There needed to be some tough love in order to get it done. Great for everybody. Proud of all!;23042;110492
20191017 172937;1184884179751731200;Great news out of Turkey. News Conference shortly with @VP and @SecPompeo. Thank you to @RTErdogan. Millions of lives will be saved!;26510;103262
20191017 170243;1184877410946187264;This number, based on the Economy amp how well our Country is doing, would potentially be 75 if not for the Fake News amp Phony Witch Hunt. 95 Approval Rating in the Republican Party! .coGFLxcNJOkk;17882;70737
20191017 150746;1184848482844250113;As the Witch Hunt continues! .coklvvwSXq7M;13503;51791
20191017 131449;1184820057001598976;The Greatest Witch Hunt in American History! .cosPnloffJMT;15557;57270
20191017 125455;1184815052546809862;My warmest condolences to the family and many friends of Congressman Elijah Cummings. I got to see first hand the strength, passion and wisdom of this highly respected political leader. His work and voice on so many fronts will be very hard, if not impossible, to replace!;17199;105723
20191017 115412;1184799768964456448;This is the real story. Thank you Jim! .coVqJrsUJdiX;16383;61409
20191017 043926;1184690356027297793;I am the only person who can fight for the safety of our troops amp bring them home from the ridiculous amp costly Endless Wars, and be scorned. Democrats always liked that position, until I took it. Democrats always liked Walls, until I built them. Do you see whats happening here?;38629;155491
20191017 042931;1184687862090010624;About 500,000 human beings were killed in Syria while Barack Obama was president amp leading for a political settlement to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter. BuckSexton;43453;137965
20191017 022647;1184656977638711296;.coZtCSrCqJcN;21380;72784
20191017 011436;1184638812150009858;Hope all House Republicans, and honest House Democrats, will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating making up a totally phony conversation with the Ukraine President and U.S. President, me. Most have never seen such a thing!;31647;114657
20191017 011105;1184637926212341760;Years of BAD GOVERNMENT, such a sorry thing to see! .coH1r2Be2YS6;17366;52687
20191017 005822;1184634725677314050;What has happened here with the Anthony Wiener laptop, the Server, all of the Emails between Huma Abedin and Hillary Clinton, the deleted Clinton Emails  what is going on? @LouDobbs  Joe D amp Victoria T!;27777;87363
20191017 004439;1184631273454817280;THANK YOU you Dallas, Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 .cofbtzlbroQi;21133;87197
20191017 001238;1184623216742014977;This President is the most patriotic President Ive seen in many years. He is going to do what is good for Americans.  Congressman Brian Babin, Texas. Thank you Brian!;18607;92488
20191017 000040;1184620202480193537;Nancy Pelosi needs help fast! There is either something wrong with her upstairs, or she just plain doesnt like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her, she is a very sick person!;48617;192485
20191016 224240;1184600576245583873;The Do Nothing Democrats, Pelosi and Schumer stormed out of the Cabinet Room! .cohmP4FNhemv;18186;64057
20191016 222935;1184597281808498688;Nervous Nancys unhinged meltdown! .coRDeUI7sfe7;30888;120904
20191016 222151;1184595335794036737;Do you think they like me? .coTDmUnJ8HtF;29699;144805
20191016 221913;1184594674541121537;Im fighting for the American people, but the Democrats sole focus is fighting against ME with their fraudulent Witch Hunt. Go to .coDt42WogFxM and tell Democrats in Congress that Enough is Enough!;22129;68422
20191016 211707;1184579045138337794;FAKE NEWS! .cota8ii8yetP;45699;142576
20191016 210816;1184576819309228034;THANK YOU, WORKING HARD! .cosNUppjB4Xm;17540;78199
20191016 193324;1184552942545920005;.coO8E3i8kJwS;14034;47815
20191016 184406;1184540536134406144;Guatemala, Honduras amp El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress, the U.S. will shortly be approving targeted assistance in the areas of law enforcement amp security.;20190;76566
20191016 180543;1184530879999348739;Senator Rand Paul just wrote a great book, The Case Against Socialism which is now out. Highly recommended – as America was founded on LIBERTY amp INDEPENDENCE – not government coercion, domination amp control. We were born free, and will stay free, as long as I am your President!;24500;96317
20191016 114625;1184435422346305537;Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers, no questions, no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!;22233;82649
20191016 112950;1184431250066624512;Our record Economy would CRASH, just like in 1929, if any of those clowns became President!;29761;131039
20191016 112552;1184430253541859328;95 Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina,  amp a Governors runoff in Louisiana, which Republicans should now win! Because of Impeachment Fraud, we will easily take back the House, add in the Senate, amp again win Pres!;26309;106751
20191016 111411;1184427310935609345;What is happening to President Trump with Impeachment is a Constitutional Travesty. @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!;20107;79504
20191016 111002;1184426268177129472;You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal amp absurd Impeachment of one of the most successful Presidents!;27985;116991
20191016 032200;1184308485237948416;We now have the greatest Economy in history! .co8fLOejOpxH;37292;151943
20191016 031657;1184307214623875072;A great group of Champions! .coA2ux83427l;9215;44595
20191016 031540;1184306888864874496;Looks good to me! .co3aHn7y3ZxI;21765;98886
20191016 022154;1184293357755011072;.... It also brings Shiftys fraudulent MADE UP CALL, which he read to the United States Congress pretending it to be the words of President Trump, which they were not! Nancy Pelosi is involved in this fraud in that she confirmed his fraudulent words on @GMA, and much more!;13865;58283
20191016 022154;1184293357121613824;Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says cant testify, amp the reason he cant testify is that he is afraid to do so because his account of the Presidential telephone call is a fraud amp totally different from the actual transcribed call...;20695;85528
20191015 223418;1184236083346919425;.coKj1LtwYSXa .coYgXImlvOYd;12759;52620
20191015 200512;1184198558007869440;The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard, support each other, believe in yourself, and give it everything youve got, victory is always within reach! #STLBlues .coQeF54kqUak;14945;65115
20191015 195853;1184196970212139010;Congratulations @StLouisBlues! .coWjlWYFuiE6;9056;39881
20191015 180456;1184168291775995904;Now that we have found out that @CNN is a virtual fraud, rumor has it that Jeff Zucker will be resigining momentarily?;33638;130823
20191015 164136;1184147319480041473;Join me in Dallas, Texas this Thursday October 17th at the American Airlines Center! #KAG2020Tickets .coDBmvgoQSTX .cocIuZfcj5EI;16732;52818
20191015 155715;1184136159724740609;....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!;11347;45838
20191015 155715;1184136158860730369;Mississippi, there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee, @TateReeves. Tate is strong on Crime, tough on Illegal Immigration, and will protect your Second Amendment....;16359;59740
20191015 153205;1184129825231069184;Just out MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER, EVER, EVER! How about saying it this way, IN THE HISTORY OF OUR COUNTRY! Also, MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.;33139;119834
20191015 153039;1184129465070297090;Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border, he Loves our Great Vets and Military. Matt has my Complete and Total Endorsement, and always has!;11702;44709
20191015 151409;1184125314147983361;Hunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33,000 deleted Emails, not recoverable!;19082;73682
20191015 134000;1184101618901540864;Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people, most of whom I do not know, they are interviewing for 9 hours each, not selective leaks.;23663;86718
20191015 005126;1183908206088728576;Project VeritasObtained Undercover Videos Highlight Jeff Zuckers @CNN Campaign To Destroy Trump. Videos Reveal @CNNs BIAS! @TuckerCarlson @FoxNews Does this sound like a good, or even great, lawsuit?;28004;84228
20191015 002130;1183900672892309505;A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Bidens son, Hunter, like why did Ukraine amp China pay you millions when you knew nothing? Payoff?;35742;116666
20191015 001705;1183899559124189184;Shifty Schiff now seems to think they dont need the Whistleblower, who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also, the second Whistleblower is no longer even mentioned!;27698;101496
20191014 223404;1183873633057476609;The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation against the President of the United States... @MarkLevinShow .coEkXsaR9GPh;26613;71287
20191014 221927;1183869954640228352;It doesnt speak for the FULL HOUSE because the FULL HOUSE hasnt spoken. The Democrat Party is pushing this Impeachment. This is a Democrat Party Impeachment, as I have been saying, a silent COUP effort. @MarkLevinShow .cosA9EgI2yBL;21215;58212
20191014 221624;1183869189049737217;The Democrat Party has hijacked the House of Representatives... @MarkLevinShow .coSZhfmhzec2;18331;51359
20191014 195509;1183833640507269120;Statement from President Donald J. Trump Regarding Turkeys Actions in Northeast Syria .coZCQC7nzmME;19271;56809
20191014 191643;1183823970979713024;....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And by the way, numbers are way down and the WALL is being built!;16417;74402
20191014 191643;1183823969197146115;Some people want the United States to protect the 7,000 mile away Border of Syria, presided over by Bashar alAssad, our enemy. At the same time, Syria and whoever they chose to help, wants naturally to protect the Kurds....;16429;71102
20191014 191051;1183822494031065088;....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me, whether it is Russia, China, or Napoleon Bonaparte. I hope they all do great, we are 7,000 miles away!;17759;74247
20191014 191050;1183822488192671745;After defeating 100 of the ISIS Caliphate, I largely moved our troops out of Syria. Let Syria and Assad protect the Kurds and fight Turkey for their own land. I said to my Generals, why should we be fighting for Syria....;20664;85701
20191014 190617;1183821343420289030;....Dont the Europeans have a lot of responsibility? @KatiePavlich Thank you Katie, I offered ISIS prisoners to the European countries from where they came, and was rejected on numerous occasions. They probably figured that the U.S. would bear the tremendous cost as always!;10344;42542
20191014 190617;1183821342455586818;To his credit the Europeans didnt step up to deal with this ISIS problem – its a lot of the reason why we are in this situation today. Now, Angela Merkel of Germany is finally stepping up and telling Turkey to back off....;11668;49168
20191014 185904;1183819526753980416;Great new book, Resistance At All Costs How Trump Haters Are Breaking America out by Kimberley Strassel of the Wall Street Journal. Kim has treated us fairly, and for that I am very appreciative. Check it out today, it is great!;12831;50808
20191014 185621;1183818843464065024;....of the correction which they knew about full well! Fox News Pollster Braun Research Misrepresented Impeachment Poll Analysis @NYPost;9427;37024
20191014 185620;1183818841941565441;The Fox Impeachment poll has turned out to be incorrect. This was announced on Friday. Despite this, the Corrupt New York Times used this poll in one of its stories, no mention....;13100;50068
20191014 172624;1183796209942695938;America First!;29717;151868
20191014 161859;1183779243588763649;Wow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very protective arms around him. Only softball questions of him please!;24453;97942
20191014 161754;1183778969725865985;.coQ6NhPEz2Qv;11315;35170
20191014 140019;1183744344794320896;Will be looking into the Scott Hapgood case, and the Island of Anguilla. Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved! @foxandfriends @SteveDucey  @ainsleyearhardt;10534;41925
20191014 123339;1183722535961202689;Vote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!;13038;62545
20191014 122613;1183720665691709445;.co09bac03RX6;14088;41415
20191014 121344;1183717522874519552;.cokDd9fzjPAh;9999;31031
20191014 121320;1183717423029067777;.cocvCBBovvFP;12686;39677
20191014 120624;1183715679096201218;Happy Columbus Day!;21060;114983
20191014 114042;1183709210602823680;The same people who got us into the Middle East mess are the people who most want to stay there!;20748;86595
20191014 111409;1183702529403695104;....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many came, but they should move quickly. Big sanctions on Turkey coming! Do people really think we should go to war with NATO Member Turkey? Never ending wars will end!;14441;56008
20191014 111409;1183702528787189767;Brian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have been fighting with each other for 200 years. Europe had a chance to get their ISIS prisoners, but didnt want the cost. Let the USA pay, they said...;15232;57477
20191014 105424;1183697555907104768;Former Democrat Senator Harry Reid just stated that Donald Trump is very smart, much more popular than people think, is underestimated, and will be hard to beat in the 2020 Election. Thank you Harry, I agree!;23778;114510
20191014 103909;1183693719914106880;....Democrats game was foiled when we caught Schiff fraudulently making up my Ukraine conversation, when I released the exact conversation Transcript, and when Ukrainian President and the Foreign Minister said there was NO PRESSURE, very normal talk! A total Impeachment Scam!;14429;58393
20191014 103909;1183693718500659200;Adam Schiff now doesnt seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukraine conversation sooo wrong, not even close. Did Schiff tell him to do that? We must determine the Whistleblowers identity to determine WHY this was done to the USA..;20919;79459
20191014 101931;1183688781037297664;The Democrats are trashing this President, amp in the process, trashing the U.S. Constitution. Frankly, the American People need to wake up to the reality that the Democrats are so drunk on power that theyre willing to destroy this Constitutional Republic. @GrahamLedger @OANN;20201;69406
20191014 003401;1183541434802196481;Serial killers get more Due Process than the Democrats give to the President of the United States. @marklevinshow;21610;83177
20191014 001014;1183535447919812608;Somebody please explain to Chris Wallace of Fox, who will never be his father and my friend, Mike Wallace, that the Phone Conversation I had with the President of Ukraine was a congenial amp good one. It was only Schiffs made up version of that conversation that was bad!;28152;118694
20191013 232749;1183524771734183936;The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to, or be allowed in, the United States!;17754;72588
20191013 230901;1183520040647380993;.@marklevinshow on @FoxNews is doing a big show tonight on the Democrats Impeachment Scam. 1000 P.M. No guests, just Mark. He is angry like so many others!. At 900 P.M. on @FoxNews, Steve Hilton is looking into the Crooked Bidens. Wheres Hunter?;15356;55673
20191013 221639;1183506864170029056;.....BY THE WAY, DONT CALL ME AGAIN, ILL CALL YOU WHEN YOUVE DONE WHAT IVE ASKED. A reminder, that wasnt just stupid, it was FALSE. @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress amp the American People. End Witch Hunt!;20243;78058
20191013 221639;1183506863431786497;Congressman Adam Schiff, who when seeing the REAL Ukraine phone call Transcript decided hed better make up one of his own. Im going to say this only SEVEN times, so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT, UNDERSTAND, LOTS OF IT, AND.....;20978;83429
20191013 215014;1183500215241859073;CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS amp RANCHERS!;20938;99275
20191013 214719;1183499482790612993;....I agreed not to increase Tariffs from 25 to 30 on October 15th. They will remain at 25. The relationship with China is very good. We will finish out the large Phase One part of the deal, then head directly into Phase Two. The Phase One Deal can be finalized amp signed soon!;12362;53074
20191013 214719;1183499482069159941;My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product, not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects, start preparing....;16807;72499
20191013 212242;1183493286708875264;The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call, a crime. Democrat Senate Seats will also be put at risk, even some that were supposedly safe. Look at Louisiana last night, North Carolina last week!;19399;73505
20191013 175541;1183441191003721731;Happy Birthday @USNavy! .coH0lNgAdogV;15588;73631
