created_at;id_str;full_text;retweet_count;favorite_count
20191024 155305;1187396601200939015;Loving Target is a personality trait.;524;1810
20191024 142716;1187375007758016512;@DiannaLeora But, we like the quality time with you.;0;3
20191024 142513;1187374490998710273;@ZiggyVertigo Thanks for the zoom. 😜;0;1
20191024 142416;1187374250929410048;@DaniWorth Looks like necessities to us. 🤷;0;1
20191024 142347;1187374131249111041;@lenahernandez Whens our next date?;0;1
20191024 142325;1187374035858014212;@jennzahling Love that for you.;0;1
20191024 142244;1187373863497293825;@nnnnnaaaayyy Thats what we like to hear. 👏;0;0
20191024 142223;1187373776155140096;@NikNiks27 Its magic. ✨;1;1
20191024 142158;1187373672094416896;@HopeVester Same.;0;1
20191024 142113;1187373483069710336;@Mikeyef Miss you more.;0;2
20191024 141743;1187372602525933574;@elpettt We have your cart ready!;0;1
20191024 141726;1187372532078465024;@darlinacostilla You know it!;0;0
20191024 134918;1187365452558880768;@SnootyWizard Sounds like Santa is getting a long list this year. 😂;0;1
20191024 134816;1187365192490987522;@ParraAngela13 Same time today?;0;0
20191024 134746;1187365067643334657;@servellonjason .conwJbivreP5;1;3
20191024 134658;1187364864118984704;@geeexoo Us every day.;1;1
20191024 134641;1187364792509652992;@ProfessorDino 👀;0;1
20191024 003234;1187164945139601410;@shixunli These shoes have never looked better. 😊;0;0
20191024 002745;1187163735141601280;@ashleyhull10 No one Not a single soulYou Oh, did I hear you need something from Target?;1;6
20191024 001603;1187160792514420736;@marissafaith72 We dont even recognize you anymore?!;1;2
20191024 001525;1187160630513557510;@thhleader Theres treats on every aisle. 😊;0;0
20191023 235834;1187156390474850309;@kaygeex3 Love the way she thinks! 😂;1;6
20191023 232826;1187148807697567745;@AllOfParker Truly spooky!;0;4
20191023 232605;1187148216946626561;@adventuresofak Right?!;0;2
20191023 232408;1187147726842220544;@kastoomey Too often? Impossible!;0;0
20191023 232158;1187147178994814978;@kaittweets Blushes;0;1
20191023 211849;1187116188331102215;@jordanlucero22 Sunglasses help. 😎;0;8
20191023 211646;1187115672503017472;@kendallanne98 This is all happening so fast! 🙃;0;1
20191023 204851;1187108645168996352;@Ashtoe Agreed. ❤;0;2
20191023 204244;1187107106647953408;@MNelsonISU Same though. 😂;0;2
20191023 203340;1187104824510373888;@calistatkins That sounds like the best day ever. 😊;1;2
20191023 202906;1187103677103984640;@OnlyKennedi That ghost must love Target. 😂;1;5
20191023 202850;1187103609114255360;@soledadeceleste Your selfcontrol is on fire. 🔥;0;1
20191023 202845;1187103587769503745;@missaudrieferr Awkward. 👀;0;17
20191023 202541;1187102818672529408;@sandrakluba Our home decor section is basically a photography studio. 😉;1;2
20191023 202401;1187102398646554628;@NatalyaRobles13 In Lover with this. 💘;1;7
20191023 202300;1187102141825114115;@Manlychaan Let it go. 🎶;1;3
20191023 185357;1187079733026136064;@SweetFrenchhy Kids say the wisest things. 😉;0;1
20191023 182524;1187072546342100992;@1JessicaSummers We do close the store each night...;0;0
20191023 182255;1187071923672567808;@jewellaurennna Classic. 🙃;1;1
20191023 181607;1187070210378997760;@kirstyng2342 Hes a keeper. ❤;1;5
20191023 181143;1187069104148103169;@CallMeJoLee A game changer. 💪;0;0
20191023 180409;1187067199665647616;@KellyfromHtown Thanks, we thought so too. 😘;0;24
20191023 180314;1187066967481565187;@StealthedArrow That wouldnt be so bad. ☺;0;7
20191023 175708;1187065431468728320;.@emmachamberlain and @angelakinsey are us every time were on a Target Run. ❤ 🛒 Watch the full video here .coFa31t6EjDS .cokiyMA2qTUI;329;4866
20191023 175514;1187064955335565312;@365DaysOfDisney .cojuA9LWHhOx;0;1
20191023 175032;1187063770532724739;@OBEYOlivia See you soon. 🤗;0;1
20191023 152248;1187026593274908672;@zoehal012 Tis the szn. 👻;0;12
20191023 151956;1187025874077540352;@anthonybuckley Truth!;0;1
20191023 144452;1187017048641200131;Why go to a haunted house when you can run into people from high school at Target?;2689;8792
20191023 142030;1187010914505101312;@mollymoe508 😍;0;1
20191023 142010;1187010833517334530;@ritadubb .coh3SeJuFIPz;0;1
20191023 141936;1187010687190601734;@masiecurls We love you from the bottom of our cart! ♥;0;0
20191023 141857;1187010527014408197;@binx621 We got you. 😘;1;0
20191023 141831;1187010417790509056;@AshaSmith2 Been there. 🙃;0;2
20191023 141809;1187010322026192896;@jillchristy But we would miss you...;0;1
20191023 141731;1187010165482180608;@keyetteneves Thats fair.;1;2
20191023 141719;1187010116224200704;@erinmgustin Okay, but, same.;0;2
20191023 141701;1187010039049080832;@littlelacie210 Theres still time!;0;0
20191023 141642;1187009960892358656;@JasminCanizales Looking sharp! 😉;0;1
20191023 140212;1187006310883188736;@Queenniy We feel that.;1;1
20191023 140135;1187006154318270465;@stylesritz When is game night?;0;0
20191023 140049;1187005960864387072;@KumariSmall It was meant to be!;0;1
20191023 140022;1187005849639759872;@gomezcristhal We were just about to say that!;1;1
20191023 135913;1187005557703663617;@itsjoitomyworld Well technically, someone did design it...so...;0;1
20191023 134956;1187003221673414657;@itDoNotMata Are you speaking from experience?;0;0
20191023 042641;1186861476167991296;@lukesmiff Hey, you tried. 😂;0;0
20191023 035455;1186853483485548544;@erinblogan When you know, you know. 👗;0;2
20191023 005429;1186808073085706241;@iamnumber5 We bet hes the cutest little shopping buddy.;0;1
20191023 004526;1186805797193486336;@VictoriaElridge Got to get that list ready!;0;0
20191023 003410;1186802962930241537;@shaniahlynndell Youre the red to our khaki.;1;1
20191023 002948;1186801863188013056;@TClerk We love encouraging awesome future scientists, especially ones who are friends with Bullseye!;0;1
20191022 231459;1186783033237659648;@SabotageSweetie 🙌;0;1
20191022 231215;1186782344956514305;@reeniemeat .coC9TSCUTSJd;0;31
20191022 212201;1186754607130775553;@garciayvette You really know how to make a store feel special.;0;1
20191022 212134;1186754493670739968;@Justicesimonss Funny, we love our alone time with you.;1;9
20191022 203845;1186743716947599360;@rissahames Us, everyday. 🙃;0;1
20191022 203425;1186742626256670724;@cookiechronic Were obsessed!;1;0
20191022 202850;1186741221030584320;@courtxey At least you get to go to Target!;1;1
20191022 202043;1186739179268517894;@gIitterawsten Honestly, were excited for you. 👻;0;1
20191022 201831;1186738623477174272;@ThaYnoe Thats our motto. 😂;1;11
20191022 201635;1186738139668385792;@peachmangojuice Whats your favorite​ scent?;0;0
20191022 201335;1186737383045242880;@LaughtoHealth Only one pair of socks? Impressive. 👏;0;1
20191022 201205;1186737006388355073;@GreyDeLisle A comedian on the rise. 😂;8;129
20191022 201142;1186736910921818113;@RustyRay1980 Breaking news Eggnog season has begun.;0;5
20191022 194752;1186730911716511750;@ernestosilva92 We feel that.;0;0
20191022 194553;1186730411042508808;@SabotageSweetie Sending good vibes.;0;1
20191022 173037;1186696371019100168;@YeahThoLah Guess well see you again? ☺;0;1
20191022 172846;1186695904725753862;@itsbrittcasey An important day in history. 💘;0;2
20191022 172049;1186693906706116609;@asaphannnz Thats the best kind of ask. 😂;0;0
20191022 171909;1186693487556734983;@LivItUppp See you soon. ❤;0;0
20191022 163009;1186681156395249666;@hiiinatt All of the above. 😂;0;1
20191022 162036;1186678751494582272;@ButterflyxQueen See you soon! 🤗;1;0
20191022 161600;1186677592780398592;@evrythngos Thats a necessary purchase. 💜;0;0
20191022 161346;1186677032530464768;@pegasuswriter Thats exactly what we were thinking. 💕;0;1
20191022 161018;1186676161398628354;@jordyngotstyle It was meant to be. ❤;0;0
20191022 160454;1186674801525641217;@StealthedArrow Pick you up at 8? ❤;1;1
20191022 154912;1186670851720175616;@wasabi Its too real. 😂;1;0
20191022 150525;1186659830234304513;@MeOhMaiaa You just made Tuesyay a thing.;0;1
20191022 150438;1186659635501121536;@danivonne Wed be lost without you.;1;1
20191022 145324;1186656809236480000;Youve got this! #LetsTarget .co4DWuhoRaTt;18;132
20191022 143945;1186653373703036928;@xojaayy Sounds like a very successful #TargetRun! 👏;2;3
20191022 143535;1186652321897467905;@luxwen Love that for you.;1;3
20191022 143517;1186652246479638530;@sammysmiless The latter definitely sounds better.;0;2
20191022 143310;1186651717103996928;@paulineannrojas Does that mean were the love of your life?;0;1
20191022 142446;1186649602524680192;@kailynnwells Worth it.;0;1
20191022 142429;1186649528310652928;@janjelly Thats what were here for!;0;2
20191022 142017;1186648472684027905;@Alexisj65 We hope you get bored today. 😜;1;5
20191022 141958;1186648392136568833;@tavovargas Thats what we like to hear!;0;1
20191022 141935;1186648296246448129;@ryleejones11 Isnt adulting awesome?;0;1
20191022 141915;1186648211190112257;@janellemannion Well have your cart ready!;0;1
20191022 135101;1186641108119543809;@garciayvette Does this mean were official?;0;2
20191022 134858;1186640590085251072;@eliannnnad Here to help. 😘;1;1
20191022 134837;1186640504819191808;@annapanda89 We miss you more!;1;2
20191022 134705;1186640117814956032;@Indirellaaa You make it fun! ♥;0;2
20191022 035337;1186490766278975489;@CordovaArlyn Love it! 😅;0;1
20191022 034929;1186489726573907975;@CLGagnon86 .cohPq5dtAzmm;1;3
20191022 034324;1186488196386803712;@ChmCaroline We knew youd back us up!;0;1
20191022 034207;1186487871345250304;@JustinWFish So soon!;1;1
20191022 033352;1186485799036043265;@xpaolax The best part of the day!;0;1
20191022 031959;1186482303507337216;@divasocials Theres lots of treasures, too! 🌈;0;0
20191022 030741;1186479209079824384;@sw09240 You do you.;1;4
20191022 025544;1186476198437756928;@jeni7xo .codVYKFBRQvM;0;2
20191022 024903;1186474517788577792;@MotherNAEture Thats part of the fun though.;0;1
20191022 024332;1186473132208611328;@LaiHurricane This made our whole entire week. 😭;1;1
20191021 215128;1186399630248030208;@sareetakel Respect!;0;1
20191021 214757;1186398744608215040;@tcsharp Love to see it. ❤️;0;2
20191021 214601;1186398258681319424;@Diimples001 Come on over!;0;0
20191021 214433;1186397889276383234;@katieezap Were not complaining. 🙃;1;5
20191021 210619;1186388267337424899;@Jaidamonroe Whens our next date?;0;0
20191021 210535;1186388082817486853;@xoklp Bon Appétit.;1;3
20191021 210443;1186387865682563074;@ruamorgan2 Its like were best friends.;0;3
20191021 210419;1186387762959847437;@sarahmunzo Couple goals. 💕;0;1
20191021 210343;1186387612480790530;@katievaz Youre crushing it, Katie. 📖;0;1
20191021 204127;1186382007619784704;@KatelynnDanae Thats the perfect reward. ❤;0;0
20191021 203749;1186381094884696064;@KiersJ We barely recognize you.;0;1
20191021 203200;1186379629982076928;@JustlikeGioia We love you, too. ❤;0;2
20191021 202534;1186378013623148545;Interviewer Where do you see yourself in 5 years?Me .coQfYkOck76j;173;882
20191021 202450;1186377826678779904;@BigDaddyZeee You just didnt know you needed those things yet. 🙃;0;1
20191021 201817;1186376177608548353;@swiftinthehouse Thats totally understandable. 💘;0;3
20191021 201507;1186375383492509696;@Alienzabeth We think youre perfect the way you are. ❤;0;1
20191021 201137;1186374499836616704;@JustB412 Thats just part of the process. 😂;0;8
20191021 191013;1186359048498749442;@LindseyStirling On the top of our list! ❤;0;4
20191021 164532;1186322638290984960;@panamaniangal We feel loved. 😍;0;0
20191021 164142;1186321674964209665;@shhhanxo Acceptance is the first step. ❤;1;1
20191021 163745;1186320679911809026;@C9G Thats the perfect #TargetRun. ❤;0;1
20191021 162506;1186317494887292928;@mominmovement That goes without saying. 😉;0;10
20191021 162422;1186317310035935233;@sucithra We see you...and love what we see! ❤️;0;3
20191021 162034;1186316354636451842;@simsybee For all the parents our there. 😂                                                            Starbucks        ———        buying             diapers        ——————     forget what         you came for    ————————;2;31
20191021 161316;1186314519989149696;@SJAsymkos We do it out of love. ❤;0;8
20191021 161109;1186313987270598656;@brettprecord 🤔;0;36
20191021 160756;1186313175530180609;@KrisWroteThis And another trip to Target. 😂;0;12
20191021 160400;1186312186634915845;@RachelLee413 You get it. 😉;1;33
20191021 160309;1186311972809248768;@cierrasamaripa This smile is everything. 😍;0;2
20191021 160237;1186311836364410880;@iamjamaican .coIJ4Oa6a8aF;0;0
20191021 160101;1186311437435752448;@nancylopez12 Teamwork makes the dream work.;1;1
20191021 160045;1186311367055302656;@LaShumbraB We love that for you. ❤;0;1
20191021 160007;1186311207910854656;@saleeenaaa Thats what we like to hear. 👏;0;1
20191021 155945;1186311117699719170;@DyvexCosplay .cop5WFZ256CX;0;12
20191021 155338;1186309576569868288;@alvarezaydee You can always visit us online. 😘;0;0
20191021 155311;1186309463361363968;@sincereIykatie Youre not wrong.;0;2
20191021 155217;1186309239792381953;@JayyMone Yes please! 😍;0;1
20191021 155057;1186308901454651392;@Expermnt626 We love spending time with you! ♥;1;3
20191021 154824;1186308262330818560;@AyoNatty Thats a mood.;1;1
20191021 153906;1186305920223059970;@grmz We believe in you!;0;1
20191021 153728;1186305507553878018;@Fuumanndo Happens to the best of us. 🙃;1;1
20191021 153411;1186304683872264198;@Xtinaaa16 Everyones #TargetRun technique is different. 🤷;0;3
20191021 152907;1186303409089110023;Target Shopping Pyramid                                                            Starbucks        ———        buying             candles        ——————     forget what         you came for    ————————;1857;9393
20191021 152257;1186301857385332738;@kanyerikka A challenge we have yet to win.;1;1
20191021 150310;1186296878025056260;@baaabylex This is the definition of thriving. 👏;1;1
20191021 150241;1186296755685597184;@rodsrock1 😏;0;0
20191021 150223;1186296678288183311;@alliesandu Youre clearly an amazing influence.;1;2
20191021 143836;1186290694291443712;@jayacancook Youre a #TargetRun legend. 🙌;0;3
20191021 041704;1186134278977081349;@DavidJagneaux .coT3KJIXPpsJ;1;1
20191021 035544;1186128911601680385;@QueeenKassidy How could you not!?;0;1
20191021 034657;1186126703728496641;@funnyhypermagic Picture perfect. 📷;0;0
20191021 034055;1186125182764814336;@sammmiess Why are we this way?;0;2
20191021 031749;1186119368289280000;@DrKirtyBrown Hey, thats something! ☺;0;0
20191021 015611;1186098824990855168;@LeahAtSea .covRrxgvpVDJ;0;0
20191021 015316;1186098094208946177;@DavidJagneaux We see he has super lizard grip on his #TargetFind!;0;1
20191021 014049;1186094958958301184;@kaylico Youre all set! 🎃;0;0
20191020 150313;1185934503329574913;An exciting new Pokémon adventure awaits! Preorder the Pokémon Sword and Pokémon Shield Double Pack SteelBook® Edition arriving 1115, only at Target! .covsDMzxIfJ9 #PokemonSwordShield .coQVTPe9aCeC;452;3021
20191020 043311;1185775948987359232;@shandurio The apple doesnt fall far from the tree! 😂;0;3
20191020 042531;1185774021494919168;@taylorblount @daviskokoy #TargetRun goals.;0;2
20191020 042124;1185772983408877568;@alyssakengblom We love that you love it. ❤;0;2
20191020 041518;1185771447630860288;@drose22 Your #TargetLittle is a fashionista!;0;1
20191020 034953;1185765050021269504;@aun1c A perfect Saturday night. 🙌;2;5
20191020 033003;1185760060967964682;@WentRogue The countdown is on!;0;0
20191020 022904;1185744711975428098;@EmilyRKing .coc6ptlLcViu;0;2
20191019 042848;1185412456740470784;@cocoajyp Sounds like our kinda night.;0;0
20191019 042203;1185410757669933056;@tarebear10950 So are we getting a Christmas card photo soon?;0;1
20191019 034421;1185401272251404290;@wennnieeee Trips with #TargetLittles are the best. 😍;1;0
20191019 033506;1185398943963926528;@christaljackson We dont even recognize you anymore?!;0;4
20191019 024135;1185385477660168193;@GraveGirls Youre the hallowqueen! 🎃;1;2
20191019 023623;1185384165434363904;@kristinasdfjkl Always a good idea!;0;1
20191019 021639;1185379201043619840;@MissDebGee Looking good, grillfriend!;0;1
20191019 020445;1185376207090716672;@ZeldaSnackman @emlavoie #TargetLittles make shopping so much more fun!;1;1
20191019 015743;1185374435018268672;@ArtsyReaderGirl These couldnt be more purrfect.;0;1
20191018 204632;1185296123176669184;@BriTay Cant wait!;0;1
20191018 204553;1185295961419112450;@Laurealism When life gives you lemons, go on a #TargetRun!;0;1
20191018 204433;1185295627430838273;@hiitslexi And every day is a great day!;0;1
20191018 203218;1185292542734225408;@rlgrant6 Happy FriYAY!;0;0
20191018 203004;1185291979468529664;@AvTaL 👀;0;0
20191018 202737;1185291364399042562;@braytonewing Love this for you.;0;1
20191018 202506;1185290730794835970;@mirandarob2019 Same. 🙃;0;1
20191018 202131;1185289829812178944;@BriTay So well see you soon? 😂;0;0
20191018 201907;1185289226553827328;@GhostRiderC666 We love you, too. ❤;0;1
20191018 201544;1185288372593614849;@Daryariz We can guess how that went. 😂;1;3
20191018 195718;1185283732783153152;@LindaSalavarria We have the best guests in the world!;1;2
20191018 195712;1185283707915116545;@chloemaebeasley Halloween is like Valentines Day, just different colors. 🎃;0;1
20191018 194939;1185281811473190912;@ThatsSoColby Real question is, did you get that one thing?;1;0
20191018 185827;1185268923580764162;@jessrachelrae Honestly, this is relationship goals.;1;4
20191018 183744;1185263711092649984;@MayaB11 Were here for you. ❤;0;0
20191018 183313;1185262572964110338;@Isaaportilloo The best way to spend a day off. 😍;0;1
20191018 183310;1185262560037294080;@Shaunicole Were so proud of you. ❤;0;3
20191018 182933;1185261652847054854;@BombshellKell Well let you know. 😁;0;1
20191018 182837;1185261415197790208;@RalphLauraa Adulting goals!;0;1
20191018 182713;1185261062792323073;@LynnMontagano We all have that Target energy. .coy1Vk5ck04X;0;1
20191018 182711;1185261057906020358;@SarahJSkaggs Our forever mood. ❤;0;0
20191018 182459;1185260500751441921;@anavazio We dont recognize you anymore.;0;0
20191018 182301;1185260008977645569;@allalonebert Faboolous! 👻;0;1
20191018 181543;1185258172166168577;@iamdannahray We love that about you. ❤;1;1
20191018 180436;1185255371956510720;@giannathegr8 Yay! 🤗;0;0
20191018 180031;1185254345035669510;@Astrronomy Were going to need updates on this. 👀;0;0
20191018 175704;1185253476592476160;@rachsrep Great find. 💘;0;1
20191018 175530;1185253081359011840;@kuwchello Why not both? 🙃;0;0
20191018 174540;1185250607579455489;@thelovelyMC Friday morning goals!;2;3
20191018 145850;1185208623401766913;@LexiRaby This #TargetLittle put in work!;0;0
20191018 145806;1185208438160351233;@samryonce Thats v important.;0;1
20191018 145728;1185208278667743233;@lyssaamarieee Cant wait to see you. 😘;0;1
20191018 145712;1185208210623553537;@craysink Youre a #TargetRun legend. 🙌;1;2
20191018 145154;1185206879141662720;@damarysss Just say when. 😉;0;1
20191018 145112;1185206700313317376;@youngxblood28 🤷;0;0
20191018 145023;1185206495249604608;@ToyaNOTjackson Happens to the best of us. 🙃;1;1
20191018 145003;1185206413318070276;@winteralexa 👀;1;2
20191018 144942;1185206322788216832;@lissamarie01 Is this what jealousy feels like?;1;1
20191018 144911;1185206193565917184;@youwildkitty Thats what we like to hear. 😍;1;2
20191018 144819;1185205977840279554;@Andresauced0 Target run or Target chill in a cart?;0;1
20191018 142751;1185200824043094023;@MrsAubreyDrake Blushes;0;0
20191018 142740;1185200778161590272;@bornafalcon They miss you...;0;1
20191018 142725;1185200718577356801;@kathglasgow Were so happy for you!;0;2
20191018 142532;1185200242171535360;@BabetteKD 😜;0;1
20191018 142519;1185200188857733121;@loganxlee We love that about you.;1;4
20191018 142501;1185200111447662592;@whosangiee Because you know how to put the yay in Friyay.;1;3
20191018 142348;1185199806676979712;@irenesucks Were definitely ready for it.;1;1
20191018 045653;1185057136931495936;@pokenursecarlos And living your best life too. 😀;0;4
20191018 045022;1185055498724413440;@onairhannah .coJyJv91z2jJ;0;1
20191018 044655;1185054628699881473;@AlyciaMatiana We cant wait to be reunited. ♥;0;1
20191018 044203;1185053403250118657;@mangoytajin Spooky baskets are a trend we can get behind. 🎃;0;0
20191018 010505;1184998802324885504;@lovelycrisss The feeling is mutual! 😘;0;1
20191018 005605;1184996536779980801;@VAXiDAsh2 It happens to the best of us.;1;0
20191018 004918;1184994830948147201;@ACCTPhilly Are you kitten us right now? That is one cute cat.;3;10
20191018 004640;1184994169221210113;@cuntforaday Ah yes, we know the feeling well. 😅;0;0
20191018 004359;1184993494575800320;@DScanlonABC6 festive and functional!;0;1
20191017 221712;1184956554770075648;@JetWithJulie It works if you work it. 💁‍♀️;0;0
20191017 221529;1184956123322953731;@epena326 We like your style!;1;0
20191017 220349;1184953186609778689;@Kv87tweets This is the content were here for!;0;1
20191017 215924;1184952076008337408;@pixiicat Your visit was the highlight of our week.;0;0
20191017 213810;1184946730376269824;@SoloManiac Yes, you do!;1;0
20191017 213435;1184945827212648448;@MagsGutierrez The cutest #TargetRun buddy! 😍;9;733
20191017 213117;1184944996887212032;@ambsspad Please do!;0;1
20191017 213000;1184944675632885760;@Kxye So precious!;0;1
20191017 202640;1184928737093136384;@StarbucksxQueen Were waiting for you. ❤️;0;7
20191017 202547;1184928515822706691;@NelsonsNewbies Youre our kind of teacher. 🍎;0;1
20191017 202519;1184928397102927875;@bornafalcon The search for a Target buddy begins.;0;2
20191017 194221;1184917586250784769;@AlyssaMSalter So true. 🙌;0;2
20191017 193900;1184916739886374912;@Kayreaux It couldve been worse. 😂;1;2
20191017 193647;1184916185386754048;@catherinetinker Wed never turn our backs on you. ❤;0;1
20191017 193457;1184915722771881985;@stephmescudi We love having him. 😍;1;12
20191017 193230;1184915105378635778;@pbandjillian We felt like something was missing. Now we know.;0;0
20191017 192846;1184914166924173312;@bowmanannabelle Same. 😂;0;1
20191017 192451;1184913178792210432;@oshgirlfrnd Were so proud. 💜;1;2
20191017 190903;1184909202478845952;@JavaHouseCoffee We feel this.;2;4
20191017 185317;1184905238488199169;@ImAmandaJulius We miss you already. ❤;1;1
20191017 184750;1184903865906466817;@iDoNewMedia Friday is just an extra excuse to go. 😉;1;2
20191017 184318;1184902725278093313;@michaellev25 You made the right decision. 😉;0;1
20191017 183249;1184900087455080449;@colcringbook Were good. ❤;0;2
20191017 182827;1184898988048371712;@xlindsaymariex Thats an expensive glue stick. 🙃;2;6
20191017 182018;1184896937780269057;Its almost Friday so... #LetsTarget .coByGt4itVmT;49;292
20191017 152735;1184853471918473216;@LittleDebbie Rise and shine!;1;21
20191017 152659;1184853319782686726;@Kaybell48 We stan you.;0;0
20191017 152641;1184853243450580992;@NinasMakeup Anything is possible if you just believe. ✨;0;1
20191017 152454;1184852796731994112;@oshgirlfrnd You deserve it. 💜;2;3
20191017 152351;1184852530641166336;@Brotoya Thats what we call thriving.;0;0
20191017 152333;1184852456980787200;@SincerelyFeisty Itll be worth every penny. 🎈;1;1
20191017 152305;1184852336457539587;@katlynmichael Youre our role model.;1;1
20191017 152140;1184851981799755778;@MyFluffyPuffs Classic. 😂;0;0
20191017 151949;1184851515686686721;@iamesmc We love spending time with you!;0;0
20191017 151913;1184851362846257153;@missgiagiagia Were not crying, youre crying.;0;1
20191017 145303;1184844777822531585;@mermvnstvrboy Is that a proposal? 👀;0;1
20191017 145118;1184844338897010694;@errfangel Same time tonight?;1;2
20191017 145025;1184844116712214529;@deniserr You just made our day. 😍;1;2
20191017 144739;1184843421644738560;@springgaytae Love that for you. 💜;0;0
20191017 143451;1184840199144136706;@Catteeeeee We miss you.;0;1
20191017 143414;1184840043434782720;@TheTaylorLeigh Good question. 🤔;0;1
20191017 143254;1184839710419673088;@BahamaMamato2 Were absolutely doing this now.;0;1
20191017 143226;1184839592278667265;@haleyhildreth 🤷;0;1
20191017 143205;1184839503619543042;@azieljannet Blushes;0;1
20191017 142617;1184838044521766912;@DianaAragon82 Are we not enough?;1;2
20191017 142601;1184837974552395776;@JeovannaAylin Theres no such thing!;1;1
20191017 142332;1184837349852766210;@trefoil 👻;0;1
20191017 031017;1184667923480272898;@Lxssalvarez Cute fall socks make us the happiest campers ever.;0;3
20191017 024735;1184662208015486976;@ingridarianaa .coDBd6kv7cMD;0;1
20191017 024006;1184660328388419585;@crystalkei Your #TargetLittle is the cutest ever. 😍;0;1
20191017 023133;1184658173619265536;@BryleeYoung Youre the red to our khaki.;0;2
20191016 230154;1184605416690466816;@RileyMax15 She couldnt be more purrfect.;0;1
20191016 224912;1184602217812246528;@islandrogue Never ever?!;0;1
20191016 223516;1184598711629840384;@Bakerchick07 We knew we could count on you. ❤;0;1
20191016 222830;1184597011217178629;@Joebro110899 There you are! 👋;0;1
20191016 222134;1184595263916298240;@johnryu .coDrVyM0lv8z;0;1
20191016 221703;1184594126051991557;@intheNIKoftimE We believe in you!;1;1
20191016 221527;1184593725776912384;@HollyJayy You remembered the watch! 👏;0;1
20191016 212129;1184580142833786881;@bnleamon We feel it. ☺️;0;1
20191016 212120;1184580107945558016;@elizpaige Thank you. 🖤;0;1
20191016 212042;1184579946125111301;@dejamike Dont ghost us...pretty please.;0;0
20191016 205831;1184574364185964544;@galaxxian Seems about right. 😂;0;1
20191016 205649;1184573935825903617;@MunchSquad808 Funny how it works that way. 😂;0;1
20191016 205238;1184572884351700995;@ellishaal You turn into a skeleton? 🙃;0;2
20191016 193712;1184553901321785345;@MarvelAlx97 We feel loved. 😍;0;3
20191016 193528;1184553462501183488;@JusticeSikakane Please send all the boss ladies our love!;0;1
20191016 193434;1184553237208281091;@vivianaaaa2 Right back at you. ❤️;1;1
20191016 191207;1184547590140059648;@allenztucker Youre just an overachiever. 👍;0;1
20191016 191202;1184547568942026752;@Bevin Thats a rhetorical question, right? 😉;0;1
20191016 191132;1184547440051085312;@ashleyguck Promise?;0;1
20191016 180953;1184531926859866112;@jessshanahann Ready for you!;0;1
20191016 180817;1184531525724987393;@ninfyv1 We needed this confirmation! #Needy;0;2
20191016 180749;1184531405449117697;@bansheekat 👻;0;3
20191016 180639;1184531113408106499;@KrisWroteThis Were so lucky!;0;3
20191016 180217;1184530014634684417;@Gstephh But...;0;1
20191016 180050;1184529647628890114;@LuckyChick6 Boo!;0;1
20191016 180026;1184529548467167237;@Bluelinechick We need this!;0;2
20191016 175924;1184529289703809024;@MikaylaFee Our spirit animal.;1;10
20191016 172911;1184521683245379585;@BMcDoodles Thats okay then. ☺;0;5
20191016 172818;1184521460242669568;@StealthedArrow You really know how to treat a store. 💕;0;4
20191016 172734;1184521276129468416;@lumndz We knew we could count on you. ❤;0;4
20191016 172517;1184520704408113158;@mmmarie36 We said dont ghost us! 😭;1;4
20191016 172439;1184520542206021632;@SadAndYellow Great! Our love dont cost a thing.;5;18
20191016 172331;1184520256997515270;@TrendTechBlog 😱;0;3
20191016 171802;1184518878044528641;@mamaswiftie317 The peak​ of our day.;0;3
20191016 170733;1184516240322236424;Dont ghost us.;195;1493
20191016 154402;1184495220584599553;@LetsGoUgo 🙌;0;0
20191016 153307;1184492476884799489;@KColbyy Stahp it. ☺;0;0
20191016 152257;1184489916518092801;@daddygreed Thats all three of our love languages. 😂;1;0
20191016 152044;1184489359556403200;@4youramusement Were good. ❤;0;0
20191016 142055;1184474307218546688;@morganwillett All of these are necessities!;0;2
20191016 141735;1184473466231238656;@IMANISHANTE Everyone needs a turkey baster and a new vacuum.;0;5
20191016 141619;1184473145572515841;@MikaylaFee This is a mood.;2;20
20191016 141544;1184472999086493696;@phamphillip Just say when.;1;2
20191016 141532;1184472950352859137;@KarlaCampuzan11 Were always proud. 😘;0;2
20191016 141512;1184472864852004864;@spicyemma Who doesnt need a pink rug?;0;4
20191016 141439;1184472728948133889;@LilCbBeastin We love that you love it.;0;0
20191016 141415;1184472627949309960;@alexharmon This is #TargetRun squad goals.;1;2
20191016 140035;1184469187588177921;@tsokolove @purplestuffpod Looks like you found your spooky boo. 👻;0;1
20191016 135959;1184469036714856450;@JaeWithDiamonds We think about that constantly.;0;1
20191016 135817;1184468609130729473;@Mallorie6 .coxyoYvG169p;0;0
20191016 135611;1184468079499190273;@LaterTia We think you meant to say, thats fun! 😜;0;0
20191016 135534;1184467924393836544;@bhop23 We feel that.;0;0
20191016 135512;1184467834719612934;@itskaylin Do you mean why are you so awesome?;1;3
20191016 042639;1184324754708320258;@LAINDIA928 .coWtvlRFk7b0;0;1
20191016 042258;1184323827465101312;@klsilvers Blushes;0;1
20191016 042128;1184323448346218496;@epena326 This is a great #TargetRun strategy!;0;1
20191016 041943;1184323009353605120;@jewelsmy Counting down until next time!;0;0
20191016 024824;1184300029303021569;@amkartman .co72UZlD5Dbj;0;1
20191016 024522;1184299265352437762;@alysssamaee We dont need reasons round here.;0;1
